,session_start_time,intercept,stim_contrast,stim_contrast_minus_1,response_cw_minus_1,response_cw
27898,2019-11-06T09:41:05Z,1,0.0625,-1.0,1,True
27899,2019-11-06T09:41:05Z,1,0.25,1.0,1,False
27900,2019-11-06T09:41:05Z,1,0.0,1.0,0,False
27901,2019-11-06T09:41:05Z,1,-0.125,0.0,0,True
27902,2019-11-06T09:41:05Z,1,0.0625,-1.0,1,False
27903,2019-11-06T09:41:05Z,1,1.0,1.0,0,False
27904,2019-11-06T09:41:05Z,1,0.25,1.0,0,False
27905,2019-11-06T09:41:05Z,1,-0.125,1.0,0,False
27906,2019-11-06T09:41:05Z,1,0.125,-1.0,0,False
27907,2019-11-06T09:41:05Z,1,0.0,1.0,0,False
27908,2019-11-06T09:41:05Z,1,-0.125,0.0,0,True
27909,2019-11-06T09:41:05Z,1,0.25,-1.0,1,True
27910,2019-11-06T09:41:05Z,1,-1.0,1.0,1,True
27911,2019-11-06T09:41:05Z,1,-0.125,-1.0,1,False
27912,2019-11-06T09:41:05Z,1,-1.0,-1.0,0,True
27913,2019-11-06T09:41:05Z,1,0.125,-1.0,1,False
27914,2019-11-06T09:41:05Z,1,0.0625,1.0,0,True
27915,2019-11-06T09:41:05Z,1,0.25,1.0,1,True
27916,2019-11-06T09:41:05Z,1,-0.0625,1.0,1,True
27917,2019-11-06T09:41:05Z,1,0.0,-1.0,1,True
27918,2019-11-06T09:41:05Z,1,-0.0625,0.0,1,True
27919,2019-11-06T09:41:05Z,1,0.0,-1.0,1,True
27920,2019-11-06T09:41:05Z,1,0.0,0.0,1,True
27921,2019-11-06T09:41:05Z,1,-0.125,0.0,1,True
27922,2019-11-06T09:41:05Z,1,-0.25,-1.0,1,True
27923,2019-11-06T09:41:05Z,1,0.125,-1.0,1,False
27924,2019-11-06T09:41:05Z,1,-0.125,1.0,0,True
27925,2019-11-06T09:41:05Z,1,0.0,-1.0,1,True
27926,2019-11-06T09:41:05Z,1,-0.125,0.0,1,True
27927,2019-11-06T09:41:05Z,1,0.25,-1.0,1,False
27928,2019-11-06T09:41:05Z,1,-0.25,1.0,0,True
27929,2019-11-06T09:41:05Z,1,0.0,-1.0,1,False
27930,2019-11-06T09:41:05Z,1,1.0,0.0,0,True
27931,2019-11-06T09:41:05Z,1,0.0,1.0,1,True
27932,2019-11-06T09:41:05Z,1,0.25,0.0,1,False
